18219 19610
6672 12923 41.92
6672 15862 6.37
6673 4618 21.92
6673 6783 -44.42
6673 7135 42.31
6673 7578 -36.10
6674 582 13.50
6674 2073 45.89
6674 3500 29.15
6674 5771 44.17
6674 7292 -42.64
6674 10634 2.69
6674 13265 -32.99
6674 15709 -32.42
6674 18699 -29.41
6675 306 -28.44
6675 3684 24.18
6675 6702 37.55
6675 8495 -40.94
6675 9644 29.24
6675 16806 3.35
6675 16867 6.26
6676 169 -28.53
6676 10902 0.42
6676 13924 -2.69
6676 19450 4.25
6677 1315 -42.33
6677 1544 48.60
6677 5262 36.32
6677 6330 37.66
6677 8175 36.65
6677 8636 -17.94
6677 8852 -25.03
6677 11340 29.42
6677 11766 0.91
6677 11928 21.07
6677 14031 -19.59
6677 14861 40.69
6677 15519 -12.69
6677 16694 14.63
6677 19501 -12.45
6678 311 -34.06
6678 1920 -12.76
6678 3090 12.89
6678 3694 25.61
6678 4822 35.21
6678 9648 48.53
6678 11550 -28.64
6678 11999 -11.89
6678 13138 8.22
6678 14147 43.72
6678 18707 33.18
6678 18799 49.63
6678 19037 45.75
6679 3706 -33.54
6679 4799 35.08
6679 6033 -36.78
6679 7429 16.40
6679 10439 39.31
6679 12181 42.78
6679 12210 29.01
6679 15118 28.05
6679 16315 28.21
6679 17027 -46.43
6680 142 29.91
6680 2316 10.97
6680 5835 34.99
6680 8767 -0.71
6680 13248 20.58
6680 15038 38.13
6680 15512 16.88
6680 16743 -29.54
6680 17884 21.76
6681 12434 42.78
6681 16094 32.36
6681 16362 40.82
6681 19546 12.39
6682 5061 9.75
6682 5365 10.45
6682 5979 35.82
6682 6025 14.66
6682 7895 39.03
6682 8755 -48.61
6682 9844 27.15
6682 12670 -42.81
6682 13006 2.19
6682 14701 -46.07
6682 15946 37.66
6683 5510 -5.95
6683 5884 -15.96
6683 11666 2.64
6683 15068 -41.46
6683 15586 -23.77
6683 16235 19.67
6683 17301 -8.65
6683 17378 -2.41
6683 19316 18.59
6684 63 33.81
6684 2430 8.74
6684 3088 -28.78
6684 3878 42.72
6684 9520 -45.95
6684 9710 -12.79
6684 10717 34.46
6684 12334 29.98
6684 15431 -33.22
6684 16083 39.22
6684 16891 15.24
6684 18010 -7.42
6684 18574 16.65
6685 3895 27.31
6685 4734 -19.10
6685 5230 -9.93
6685 6958 -18.29
6685 9177 1.16
6685 9682 14.62
6685 14894 -7.69
6685 19150 -11.04
6686 1328 42.21
6686 1366 -19.37
6686 2551 20.61
6686 3702 7.03
6686 4425 12.49
6686 6940 25.89
6686 7203 37.91
6686 9749 31.98
6686 12220 -31.47
6686 15847 -42.69
6686 18943 -29.72
6687 982 16.09
6687 1548 28.91
6687 2246 -40.92
6687 3756 -10.33
6687 3830 -34.37
6687 7891 20.73
6687 9347 -7.99
6687 11697 35.81
6687 12167 -35.15
6687 14929 -16.23
6687 18181 2.11
6687 18684 22.42
6687 18954 -15.81
6687 19230 40.50
6687 19386 40.74
6688 408 19.07
6688 2587 36.07
6688 2990 -14.35
6688 4765 33.71
6688 6266 30.24
6688 7292 -35.75
6688 7466 34.33
6688 9035 -32.22
6688 13176 -3.72
6688 13664 13.47
6688 14169 34.34
6688 16179 45.78
6688 17760 -27.31
6688 19500 -21.00
6689 1473 17.66
6689 1576 2.27
6689 2085 11.09
6689 4556 -39.36
6689 5173 4.67
6689 7026 5.36
6689 8549 31.04
6689 8983 1.94
6689 9762 24.19
6689 11080 -24.46
6689 13705 -29.45
6689 13810 -35.14
6689 14598 37.88
6689 15076 3.69
6689 18077 -27.71
6689 18388 -36.15
6689 19523 -26.31
6690 757 44.85
6690 1388 40.99
6690 1475 15.25
6690 3308 37.40
6690 7507 34.88
6690 8749 11.20
6690 8991 -35.06
6690 10124 33.17
6690 15268 -2.85
6690 17696 -17.58
6690 18580 -24.47
6691 937 1.10
6691 1686 37.97
6691 3791 -7.69
6691 3907 -17.55
6691 4248 31.92
6691 6672 0.31
6691 13555 -45.19
6691 19045 -10.47
6692 923 14.14
6692 1385 -24.23
6692 2050 -28.36
6692 3108 45.19
6692 3375 48.53
6692 4154 -4.02
6692 5384 7.90
6692 5765 -16.59
6692 6460 -15.91
6692 9242 -9.76
6692 9579 -49.96
6692 12631 -25.80
6692 12987 -36.50
6692 15005 -22.47
6692 16471 -37.17
6692 17563 -21.53
6693 183 -47.35
6693 523 -42.74
6693 1355 -48.95
6693 2140 38.59
6693 2907 -28.21
6693 3996 -8.57
6693 6181 -0.33
6693 6451 14.18
6693 9512 8.75
6693 9843 -11.02
6693 11660 37.16
6693 13240 19.95
6693 13489 -21.40
6693 14372 5.50
6693 15068 -29.75
6693 15249 -4.24
6693 15311 18.34
6693 16853 -36.75
6694 3419 -13.68
6694 4678 6.66
6694 5463 7.22
6694 8730 -12.33
6694 12242 -36.40
6694 15215 -23.97
6694 15292 -8.84
6694 15748 28.30
6694 17351 3.92
6694 19287 -43.38
6695 2120 31.28
6695 2682 29.82
6695 3176 -8.08
6695 5096 -25.17
6695 7098 -1.21
6695 9372 48.83
6695 14306 27.99
6695 14384 24.55
6695 16475 29.14
6695 19068 7.86
6696 1528 17.55
6696 7534 -1.29
6696 10091 39.28
6696 11369 -14.92
6696 12136 38.56
6696 12298 -24.66
6696 12330 -1.91
6696 14875 -9.91
6696 16483 -24.75
6697 384 -14.46
6697 1844 -19.58
6697 2056 12.65
6697 3325 34.99
6697 4490 -49.42
6697 6592 3.63
6697 9865 43.36
6697 12222 -26.12
6697 15877 15.11
6697 16469 -12.79
6697 17080 29.62
6698 1657 35.16
6698 1738 -4.86
6698 4549 -16.36
6698 6332 45.20
6698 7648 -29.09
6698 9197 25.45
6698 10177 -37.40
6698 15525 15.36
6698 18862 -46.37
6699 1772 37.04
6699 3519 38.79
6699 6978 29.12
6699 9301 -6.64
6699 9959 17.71
6699 11232 -9.81
6699 13843 -25.59
6699 15307 -45.48
6699 18174 -20.39
6700 3565 8.21
6700 6213 1.43
6700 6406 -21.81
6700 8192 8.87
6700 8759 25.67
6700 12328 -17.07
6700 15363 19.21
6700 18069 -47.57
6701 315 16.88
6701 2549 28.31
6701 6820 44.91
6701 7922 -46.38
6701 12189 -20.40
6701 14112 35.22
6701 15314 -2.58
6701 18172 26.02
6702 1740 43.18
6702 2870 -24.31
6702 3208 39.37
6702 3398 36.74
6702 6192 -45.76
6702 8534 -14.24
6702 9212 -42.89
6702 10039 11.12
6702 12262 -39.37
6702 14188 -18.01
6702 15736 -4.83
6702 16127 25.55
6702 17444 33.34
6702 17689 -5.46
6702 18244 -49.18
6703 922 9.49
6703 6508 34.76
6703 6601 -0.00
6703 9971 11.72
6703 10327 20.81
6703 10530 -3.31
6703 10626 -38.86
6703 12855 2.48
6703 13254 -33.72
6703 15037 16.47
6703 16263 -47.86
6703 16541 2.09
6704 1771 -36.35
6704 5126 23.92
6704 5360 23.97
6704 5678 -3.57
6704 8629 33.21
6704 10163 -45.39
6704 15121 -44.49
6704 16792 44.29
6704 18851 37.82
6704 19177 33.06
6704 19483 13.72
6705 1135 33.54
6705 3306 8.00
6705 7295 -34.98
6705 7466 28.06
6705 8084 -48.49
6705 10058 -39.82
6705 12694 17.52
6705 14779 -33.01
6705 17714 28.66
6705 19230 33.53
6706 87 -35.77
6706 5844 -13.19
6706 7882 -48.76
6706 9596 -44.98
6706 11118 36.12
6706 11160 40.07
6706 13728 16.87
6706 14840 -21.79
6706 16253 47.75
6707 830 -27.39
6707 1757 -0.56
6707 3164 6.76
6707 8004 -49.79
6707 8041 14.45
6707 15174 -45.87
6707 18047 26.85
6707 18938 41.60
6708 1662 -5.42
6708 9627 42.54
6708 9791 6.18
6708 10326 5.59
6708 10959 33.69
6708 12888 10.15
6708 13926 5.38
6708 18656 -6.02
6709 647 7.33
6709 3236 4.50
6709 3352 15.58
6709 5616 -19.68
6709 6284 5.06
6709 6616 3.98
6709 7611 9.45
6709 10376 -37.98
6709 11136 -16.48
6709 11988 -19.29
6709 12879 46.60
6709 13336 28.91
6709 15471 -18.44
6709 17923 -33.03
6709 18060 -48.87
6710 175 24.91
6710 6479 23.62
6710 10764 6.73
6710 12133 18.58
6710 14696 16.79
6710 14947 -10.76
6710 16012 -9.85
6710 17485 21.74
6710 18929 -20.57
6711 2917 30.25
6711 5252 44.59
6711 5339 48.98
6711 7164 -41.27
6711 9017 -6.31
6711 9951 25.72
6711 11248 21.15
6711 11331 3.77
6711 14283 -17.12
6711 14483 -24.81
6711 15434 37.04
6712 884 6.00
6712 2592 14.67
6712 6903 -1.08
6712 13772 13.69
6712 14027 16.34
6712 18399 50.00
6713 1399 24.44
6713 1583 42.92
6713 5530 16.62
6713 7207 1.35
6713 7524 27.16
6713 8920 -14.02
6713 19195 -4.45
6714 1357 -16.53
6714 2855 13.17
6714 5493 -47.53
6714 5670 48.93
6714 6446 48.29
6714 10304 -8.64
6714 10606 -24.14
6714 12043 -12.13
6714 12862 42.71
6714 13202 -4.54
6714 13745 -3.95
6714 14579 22.97
6714 15716 -27.54
6714 15732 14.45
6715 635 -46.90
6715 7742 -41.46
6715 9150 6.03
6715 12336 32.52
6715 14662 49.21
6716 3353 10.92
6716 3883 -14.09
6716 4959 41.33
6716 5877 -12.84
6716 5882 -6.08
6716 6077 7.86
6716 6837 -23.30
6716 8237 8.48
6716 11085 -49.47
6716 13962 26.89
6716 19428 22.17
6717 3849 -28.91
6717 11748 13.30
6717 13910 -41.85
6717 14636 21.39
6718 1019 0.99
6718 2722 36.02
6718 3828 11.31
6718 5294 -15.54
6718 5790 -34.43
6718 7315 43.64
6718 10083 4.01
6718 13559 46.45
6718 13749 -10.97
6718 14195 7.59
6718 15312 22.93
6718 15736 -27.34
6718 15829 36.83
6718 16079 4.49
6718 18281 -18.92
6719 5969 -3.41
6719 6246 -40.82
6719 10249 30.09
6719 15222 19.30
6719 16904 11.56
6719 18590 -17.04
6719 19559 13.36
6720 3030 35.25
6720 3201 -12.88
6720 3304 -3.81
6720 4559 -8.07
6720 5498 -21.82
6720 6666 43.30
6720 6745 6.98
6720 11735 -22.70
6720 14966 -10.92
6721 6494 -48.73
6721 8781 -32.61
6721 10360 -40.18
6721 11266 -28.16
6721 11865 10.97
6721 14007 43.05
6721 18762 19.09
6721 19249 12.84
6722 71 -37.27
6722 950 16.52
6722 4036 46.71
6722 4664 -39.78
6722 6728 7.47
6722 8017 17.38
6722 8529 -48.67
6722 8732 46.85
6722 8977 -2.94
6722 9088 49.70
6722 16342 -11.07
6722 18423 16.88
6722 18827 46.36
6723 1813 -33.26
6723 3445 -32.36
6723 4584 -43.74
6723 4716 42.13
6723 6474 31.52
6723 7372 47.12
6723 11066 45.19
6723 14198 32.21
6723 17196 -23.59
6723 19057 0.87
6724 4551 -47.90
6724 4627 -11.44
6724 4884 -29.04
6724 5711 -17.82
6724 6146 -14.95
6724 10541 16.27
6724 10913 -24.45
6724 13579 34.02
6724 14833 -7.96
6724 18296 37.47
6725 520 -49.83
6725 2076 -29.37
6725 3875 35.79
6725 4522 15.11
6725 5967 -47.14
6725 8063 3.63
6725 8785 -24.61
6725 10779 -40.49
6725 12198 42.97
6725 13834 -19.08
6725 17302 8.16
6726 811 -43.85
6726 1539 1.14
6726 1815 24.50
6726 2213 -15.02
6726 4227 -31.52
6726 6750 27.90
6726 6970 22.88
6726 10210 -4.27
6726 13172 -45.77
6726 15848 12.08
6727 648 24.45
6727 2924 43.22
6727 6286 1.59
6727 8589 16.81
6727 9307 -3.53
6727 10534 -23.79
6727 11271 -4.95
6727 11830 -45.39
6727 12292 1.94
6727 15057 30.63
6727 15317 16.97
6727 15549 27.94
6727 16709 37.47
6727 19117 25.73
6728 1148 -25.67
6728 1495 4.77
6728 5831 -49.70
6728 6878 22.35
6728 7120 -10.54
6728 10871 7.75
6728 11973 28.13
6728 14492 30.68
6728 14955 26.83
6728 15644 -22.55
6728 16199 -0.38
6728 16414 -46.22
6728 16901 40.51
6729 655 -1.79
6729 688 -36.54
6729 6794 31.40
6729 6841 -13.27
6729 8101 -15.32
6729 12428 -40.71
6729 13540 15.25
6729 17919 -6.84
6729 18985 -40.88
6730 3467 32.40
6730 4955 -44.18
6730 8606 2.49
6730 8981 -30.03
6730 9994 -13.70
6730 10047 -44.22
6730 13175 -34.04
6730 13437 -47.00
6730 14111 5.11
6730 16654 24.62
6730 17220 6.26
6730 17562 26.35
6730 18595 -44.82
6730 19002 42.94
6731 190 26.82
6731 282 10.42
6731 970 23.85
6731 5427 39.49
6731 12025 -2.49
6731 13658 45.07
6731 16996 -41.50
6732 714 9.60
6732 2852 18.13
6732 4129 -12.16
6732 4879 -12.42
6732 7773 33.61
6732 12815 -13.52
6732 12836 15.32
6732 14146 -1.11
6732 14390 -19.00
6732 14636 -0.49
6733 468 -48.71
6733 577 -22.52
6733 825 -23.00
6733 4602 39.07
6733 7248 -29.72
6733 9850 -19.94
6733 11336 -21.23
6733 15167 -10.77
6733 16483 -11.71
6733 18917 -36.15
6734 265 2.50
6734 5319 -21.68
6734 7211 9.52
6734 11519 -48.20
6734 13641 -31.56
6734 16234 45.67
6735 3495 34.09
6735 5158 4.82
6735 5580 -22.93
6735 6515 -41.72
6735 6516 -4.52
6735 6989 16.77
6735 16456 -13.85
6735 16754 -44.31
6736 365 -45.89
6736 822 -5.48
6736 1870 3.71
6736 4502 -14.28
6736 4726 1.32
6736 4977 -29.97
6736 11240 -14.10
6736 12981 14.71
6736 16605 23.86
6737 1274 32.31
6737 1476 -28.53
6737 5175 18.56
6737 10539 29.45
6737 10826 -2.55
6737 11431 34.84
6737 12173 -3.49
6738 2535 -25.13
6738 3506 -1.36
6738 6476 -9.40
6738 8824 -37.90
6738 10037 -25.86
6738 13616 -30.08
6738 14097 -45.02
6738 15173 0.83
6738 16744 -10.37
6738 18661 8.12
6738 18974 5.17
6739 3279 -12.26
6739 4633 -15.93
6739 7596 -32.07
6739 8986 10.47
6739 15190 25.17
6739 16221 -5.26
6739 17491 -33.91
6739 17612 24.58
6740 1174 28.98
6740 2992 13.70
6740 7042 38.02
6740 10565 49.58
6740 11360 -6.98
6740 11924 21.55
6740 16964 22.74
6740 17868 45.18
6740 18253 -36.87
6741 1347 -13.95
6741 3256 15.34
6741 6613 -35.19
6741 10553 14.45
6741 12290 31.17
6741 12768 22.49
6741 13684 -41.88
6741 18810 -8.36
6742 3664 26.28
6742 4639 38.75
6742 4696 42.40
6742 7956 -40.77
6742 8417 -19.89
6742 12136 -35.41
6743 2574 39.80
6743 3688 -42.38
6743 3857 36.38
6743 8125 14.15
6743 11674 -1.59
6743 14278 20.85
6743 14390 5.17
6743 16412 5.18
6743 17330 48.14
6744 5556 -21.90
6744 8906 -48.87
6744 11223 1.66
6744 11505 17.04
6744 13665 28.72
6744 15514 48.82
6744 18172 23.24
6744 18666 -20.97
6745 10923 -10.93
6745 11063 1.22
6745 11879 6.26
6745 12068 27.37
6745 17426 46.78
6745 17507 -35.47
6746 4747 5.66
6746 6580 -21.56
6746 13758 40.15
6746 15893 -40.49
6746 17869 26.99
6746 19280 43.47
6747 1969 -43.83
6747 3642 -2.07
6747 5622 -5.49
6747 8160 12.82
6747 8412 -11.11
6747 8446 -12.42
6747 11684 -15.98
6747 14089 -48.75
6747 14711 -13.33
6747 16473 -9.90
6747 19443 -19.29
6748 2120 6.46
6748 3008 6.82
6748 5223 23.58
6748 6309 44.16
6748 7276 39.76
6748 12547 47.95
6748 15081 42.49
6748 15334 31.62
6749 705 48.50
6749 1780 -38.45
6749 6095 -23.81
6749 12989 20.84
6749 13068 45.49
6749 14198 -42.95
6749 14294 -42.00
6749 15234 -23.19
6749 15830 9.27
6749 15909 -35.37
6749 16640 3.11
6749 17535 -21.16
6749 17581 22.27
6750 4216 33.99
6750 4947 11.17
6750 5393 19.26
6750 8127 -32.41
6750 8656 -19.70
6750 12353 -20.67
6750 16081 21.30
6750 19494 17.40
6751 301 -24.58
6751 1494 34.22
6751 4291 21.22
6751 7053 47.84
6751 12307 -47.33
6751 13966 3.85
6751 14433 -49.80
6751 16891 1.70
6752 6659 -30.20
6752 10483 -30.17
6752 11177 -13.47
6752 14819 49.94
6752 15371 29.82
6752 16273 47.50
6753 169 49.07
6753 1625 -29.24
6753 4863 -1.95
6753 9617 14.60
6753 13660 -41.45
6753 15216 -44.97
6753 15542 10.80
6753 15829 -27.34
6753 16569 -5.98
6753 17827 -15.30
6753 18386 -43.16
6753 18475 -36.37
6753 19520 -37.97
6754 5423 46.81
6754 6840 -39.86
6754 13861 39.26
6754 14301 -33.83
6754 19398 -31.56
6755 1700 13.79
6755 2044 19.85
6755 3594 -14.23
6755 7908 48.15
6755 8187 26.76
6755 11313 -8.82
6755 12495 49.77
6755 17704 -49.48
6756 181 -10.60
6756 458 -33.56
6756 2649 24.80
6756 5014 49.24
6756 5372 -39.08
6756 5906 39.75
6756 8267 -46.92
6756 11343 28.28
6756 12294 42.31
6756 12772 2.46
6756 16303 15.73
6756 16899 -47.78
6756 17130 9.75
6757 921 33.39
6757 1702 -46.47
6757 2035 40.63
6757 5029 -5.32
6757 5203 -23.29
6757 6721 -20.61
6757 8257 34.79
6757 10597 -14.02
6757 10695 34.92
6757 11012 -7.14
6757 11643 37.56
6757 12009 -8.34
6757 13949 -35.42
6757 19116 -25.72
6757 19282 42.57
6758 390 7.09
6758 932 41.55
6758 2433 -25.01
6758 4198 -13.63
6758 6205 24.79
6758 7655 -18.48
6758 11638 -17.05
6758 17376 29.16
6758 18844 12.07
6759 1214 -45.48
6759 2148 -17.36
6759 2205 -24.52
6759 2224 -10.18
6759 2299 -1.02
6759 4244 13.77
6759 8925 18.07
6759 9154 24.13
6759 10267 -30.57
6759 11333 27.57
6759 14161 -16.47
6759 15054 -41.71
6759 16192 -12.61
6759 17041 -17.19
6759 19180 7.12
6760 1366 -26.31
6760 1621 -12.23
6760 2638 11.01
6760 8881 21.07
6760 12238 12.30
6760 15583 -47.26
6761 1934 -49.41
6761 2361 -29.29
6761 6751 47.54
6761 8448 -18.96
6761 9377 13.31
6761 12437 -5.29
6761 12662 -30.77
6761 15108 -45.74
6761 15682 23.09
6761 16189 9.67
6761 17204 6.33
6762 3535 25.73
6762 7881 -28.28
6762 8865 42.80
6762 9263 11.64
6762 12547 5.00
6762 14615 16.13
6762 16628 32.84
6762 17669 11.82
6762 18029 -37.34
6763 3922 35.26
6763 5461 -22.59
6763 6696 -35.21
6763 10698 -42.15
6763 11052 -37.22
6763 13636 8.33
6763 13756 3.38
6763 13965 39.77
6763 15597 49.27
6763 15795 36.92
6763 16686 40.17
6764 580 24.60
6764 662 26.36
6764 2183 -34.89
6764 2191 8.05
6764 2792 48.06
6764 4225 40.30
6764 5261 -24.41
6764 6131 42.05
6764 6735 -19.39
6764 10070 35.84
6764 13567 15.44
6764 15629 -30.14
6764 16195 -39.94
6765 2804 -48.52
6765 2847 -33.80
6765 5627 6.49
6765 6975 25.90
6765 9135 -39.66
6765 9651 29.60
6765 12315 -15.79
6765 12999 -34.63
6765 13453 47.87
6765 15121 12.58
6765 15517 -18.87
6765 17110 41.88
6765 18623 7.65
6766 867 -25.01
6766 6106 -47.27
6766 6316 -22.16
6766 9387 1.84
6766 9416 8.59
6766 10665 31.69
6766 12175 45.67
6766 12851 -19.42
6766 15131 44.22
6766 15857 -39.00
6766 16939 42.49
6766 19098 -46.33
6767 4401 -20.82
6767 4722 -39.34
6767 13256 12.73
6767 16280 -24.41
6767 18865 4.98
6768 860 8.74
6768 2122 -33.88
6768 4905 5.59
6768 7416 -18.68
6768 11851 -5.33
6768 11893 7.84
6768 12340 -45.18
6768 14066 7.48
6768 14523 -40.75
6768 16023 8.66
6768 16665 -28.77
6768 17369 -29.80
6768 17396 25.36
6768 18425 -26.61
6768 18729 -4.92
6769 2872 20.90
6769 3333 -23.26
6769 3810 23.53
6769 6111 14.41
6769 7137 30.05
6769 8327 27.46
6769 9672 6.14
6769 9806 -35.58
6769 13648 -7.68
6769 14150 36.49
6769 14918 30.70
6769 17053 -27.78
6770 228 44.84
6770 728 29.22
6770 2086 49.48
6770 2587 -41.91
6770 3693 16.36
6770 6749 36.23
6770 8073 3.47
6770 10080 -4.48
6770 12097 -1.21
6770 12869 27.37
6770 13323 -35.39
6770 14012 26.83
6770 17323 34.10
6770 18201 -25.72
6770 19235 -41.12
6771 932 -49.75
6771 3710 41.98
6771 5189 -30.52
6771 11915 -12.23
6771 12108 41.98
6771 13437 -34.05
6771 17143 -45.49
6771 18449 20.47
6771 19039 14.93
6772 212 9.34
6772 251 33.97
6772 960 48.51
6772 1279 -29.03
6772 3274 24.29
6772 3326 -26.58
6772 12451 -38.58
6772 13596 -37.19
6772 14691 15.11
6772 17453 -15.96
6772 17600 8.23
6772 17767 39.84
6772 17768 -8.72
6772 18364 32.85
6772 18447 20.15
6773 4384 10.69
6773 6668 -35.56
6773 8435 -18.71
6773 9197 -39.74
6773 10028 -27.59
6773 10332 -30.10
6773 12747 -0.28
6773 13435 36.92
6773 16756 -43.76
6773 18853 -1.93
6774 1846 41.40
6774 2723 41.95
6774 3173 10.33
6774 3586 -31.65
6774 5386 -16.26
6774 6939 8.02
6774 7277 -15.13
6774 8768 25.87
6774 13232 27.75
6774 13439 4.57
6774 15785 -15.23
6774 17153 24.99
6774 17368 29.55
6775 326 -14.83
6775 2700 38.51
6775 3448 44.10
6775 4935 24.06
6775 5973 0.96
6775 6212 8.48
6775 6579 30.00
6775 6819 29.78
6775 10006 19.82
6775 11050 27.27
6775 11446 26.80
6775 12492 -20.05
6775 15246 38.01
6775 15767 -8.96
6775 17231 39.41
6776 428 -47.84
6776 623 16.36
6776 1949 20.54
6776 1984 -41.22
6776 2923 5.86
6776 11474 47.99
6776 12259 48.03
6776 12715 -27.09
6776 15599 29.87
6776 16137 7.46
6776 17236 29.25
6776 17287 -6.24
6776 17429 21.88
6776 17430 22.96
6776 17554 -6.38
6777 2327 11.54
6777 3875 -2.31
6777 15019 -14.09
6777 16241 -18.53
6777 17382 -41.80
6777 19251 45.10
6778 3222 -5.28
6778 3819 33.95
6778 4980 -28.84
6778 7121 -7.74
6778 9317 2.17
6778 14165 -33.50
6779 2927 46.52
6779 4002 -29.79
6779 6168 -35.13
6779 6636 9.89
6779 10431 29.60
6780 346 -30.43
6780 4897 -47.95
6780 5962 31.45
6780 7865 12.98
6780 9140 -20.30
6780 10150 35.64
6780 11023 -31.88
6780 11498 -27.58
6780 11510 1.75
6780 12744 -14.61
6780 13303 6.81
6780 13680 38.64
6780 14563 -49.80
6780 17880 21.30
6780 18082 -46.37
6780 18744 33.57
6780 18865 -41.63
6781 1208 2.25
6781 2334 -44.39
6781 6089 32.63
6781 9303 48.34
6781 10398 -30.88
6781 12882 -41.70
6781 13042 -19.16
6781 13142 -20.29
6781 14302 -1.95
6781 14679 8.00
6781 15204 34.70
6781 17457 -6.40
6782 387 24.44
6782 2620 31.68
6782 10537 -16.36
6782 13765 -9.22
6782 15797 2.07
6782 17054 28.20
6782 18584 46.23
6782 19266 36.56
6783 198 5.35
6783 1101 -15.18
6783 2476 -26.39
6783 5225 11.94
6783 6974 -25.45
6783 7607 29.30
6783 9332 29.67
6783 14875 48.33
6783 15430 -36.81
6783 16037 -45.26
6783 16379 -30.87
6784 1443 -49.84
6784 2133 -0.57
6784 4200 -33.14
6784 11007 -20.69
6784 12147 34.21
6784 15277 -48.31
6784 17735 47.49
6785 97 -30.61
6785 6290 -8.86
6785 9447 -37.92
6785 11266 -18.57
6785 11378 13.55
6785 15729 2.95
6785 17830 11.93
6785 18641 -33.28
6786 2523 27.93
6786 2662 -31.40
6786 3202 -28.56
6786 8402 48.28
6786 11558 42.05
6786 13680 2.55
6786 15073 17.09
6786 15272 -2.47
6786 15768 -16.38
6786 15847 -15.44
6786 19321 -46.89
6787 4964 -40.99
6787 5798 38.79
6787 6157 -49.37
6787 7372 -12.62
6787 7415 34.21
6787 10144 -8.49
6787 13135 20.16
6787 15218 -23.97
6787 15700 -21.74
6788 1028 20.18
6788 2045 -35.87
6788 2433 24.10
6788 6379 -17.24
6788 7073 -21.00
6788 8977 -30.04
6788 10886 -24.77
6788 11808 37.31
6788 16047 24.39
6788 16194 40.96
6788 16323 -27.12
6789 1866 35.20
6789 2770 12.09
6789 5284 -2.76
6789 7781 34.17
6789 9813 32.60
6789 11194 -19.26
6789 13856 5.45
6789 14066 -46.81
6789 14522 -18.90
6789 16964 -22.91
6789 17259 1.71
6789 19309 4.18
6790 3799 14.62
6790 4911 40.85
6790 6349 37.18
6790 7233 -35.99
6790 9194 22.53
6790 13814 14.32
6790 15166 -45.03
6790 15905 -21.31
6791 1 3.18
6791 5274 11.99
6791 6873 -31.58
6791 6937 39.70
6791 7359 -45.44
6791 7489 37.92
6791 7917 -32.68
6791 14524 -34.21
6791 14613 39.10
6791 16107 -29.57
6791 16205 -22.79
6791 17440 43.34
6791 18999 -7.81
6792 25 -37.70
6792 1663 -37.83
6792 6304 -20.31
6792 7193 -32.02
6792 10043 -31.40
6792 10178 8.61
6792 10283 9.73
6792 11076 2.49
6792 13308 36.83
6792 13529 21.76
6792 14465 -8.73
6792 15486 -15.32
6792 17720 10.77
6792 18940 -21.80
6793 1542 46.87
6793 3937 -42.08
6793 5733 5.93
6793 6006 -8.47
6793 9133 -42.42
6793 9253 -44.54
6793 9773 32.48
6793 10999 -29.36
6793 12998 8.91
6793 15191 -15.13
6793 15336 37.97
6793 16072 -14.39
6793 17042 -24.57
6793 17148 -44.87
6794 192 22.96
6794 2191 33.34
6794 4989 -46.23
6794 5816 14.83
6794 12491 10.03
6794 12874 -24.27
6794 17736 -5.40
6794 19092 23.85
6794 19458 -44.03
6795 5540 -39.13
6795 5905 -49.11
6795 6896 -25.65
6795 7656 23.10
6795 9567 37.40
6795 11062 -17.90
6795 14889 -33.28
6795 16075 -23.35
6795 17153 17.38
6795 18701 -27.66
6796 1392 10.14
6796 3423 2.29
6796 7071 27.42
6796 8063 -0.81
6796 8244 41.96
6796 9711 43.72
6796 10569 -34.10
6796 10684 -17.81
6796 11657 0.30
6796 14250 18.40
6796 14375 -46.53
6796 15258 25.15
6796 17185 6.48
6797 662 -6.47
6797 2935 -10.48
6797 3659 30.88
6797 6328 -12.07
6797 6373 25.13
6797 6393 12.47
6797 7165 -6.01
6797 8593 -11.20
6797 8602 21.81
6797 9315 28.18
6797 10008 9.61
6797 10096 37.27
6797 11509 -23.19
6797 12326 4.77
6797 16876 36.23
6797 16950 -39.08
6797 17855 38.28
6797 18365 31.52
6797 19031 -49.73
6798 3344 7.79
6798 6373 -26.87
6798 7598 -49.70
6798 10565 32.22
6798 16846 -47.95
6798 18885 -7.84
6799 2345 -46.75
6799 7223 -27.62
6799 7870 1.12
6799 11968 -26.84
6799 16613 -2.92
6799 17068 -40.52
6799 18615 42.04
6799 19134 9.41
6800 4093 37.12
6800 4696 37.23
6800 5340 -42.22
6800 6824 -37.51
6800 8238 -46.04
6800 8571 37.20
6800 16009 44.05
6800 16734 23.38
6800 17601 -4.45
6800 18006 -39.98
6801 414 -33.11
6801 753 14.52
6801 4944 -10.37
6801 5259 -43.87
6801 5322 34.71
6801 7077 -13.84
6801 8691 26.73
6801 9022 -24.19
6801 10077 41.17
6801 11235 4.86
6801 14730 -41.85
6801 16074 -24.25
6801 16147 -47.65
6801 18079 -32.79
6801 18430 5.22
6802 1734 6.41
6802 2683 28.10
6802 5785 16.55
6802 7367 -0.25
6802 9603 -7.19
6802 9616 -36.87
6802 10050 -43.12
6802 12655 23.19
6802 14664 -14.76
6802 16840 23.81
6803 91 4.06
6803 3348 27.14
6803 4887 -39.75
6803 12520 -3.46
6803 17462 -21.70
6803 17998 31.29
6804 2355 -0.40
6804 2791 -10.27
6804 4642 4.79
6804 4799 5.88
6804 4847 -31.21
